candidate_id,arxiv_id,route_id,round,family,facet,rank,title,canonical_url,raw_file
arxiv:2309.14983,2309.14983,Q06,L2,stochastic_flow,method,11,Sampling Nambu-Goto theory using Normalizing Flows,https://arxiv.org/abs/2309.14983,raw/arxiv/Q06.xml
arxiv:2309.15480,2309.15480,Q12,L3,jarzynski,method_precedent,11,Entanglement entropy from non-equilibrium lattice simulations,https://arxiv.org/abs/2309.15480,raw/arxiv/Q12.xml
arxiv:2309.17082,2309.17082,Q10,L2,diffusion,adjacent,14,Diffusion Models as Stochastic Quantization in Lattice Field Theory,https://arxiv.org/abs/2309.17082,raw/arxiv/Q10.xml
arxiv:2309.17082,2309.17082,Q16,L4,evaluation,verification,22,Diffusion Models as Stochastic Quantization in Lattice Field Theory,https://arxiv.org/abs/2309.17082,raw/arxiv/Q16.xml
arxiv:2309.17082,2309.17082,Q21,L7,stochastic_quantization,mechanism,3,Diffusion Models as Stochastic Quantization in Lattice Field Theory,https://arxiv.org/abs/2309.17082,expansion/raw/arxiv/Q21.xml
arxiv:2310.03381,2310.03381,Q05,L1,normalizing_flow,method,26,Learning Trivializing Flows in a $φ^4$ theory from coarser lattices,https://arxiv.org/abs/2310.03381,raw/arxiv/Q05.xml
arxiv:2310.03381,2310.03381,Q22,L8,topology,problem,5,Learning Trivializing Flows in a $φ^4$ theory from coarser lattices,https://arxiv.org/abs/2310.03381,expansion/raw/arxiv/Q22.xml
arxiv:2310.11979,2310.11979,Q05,L1,normalizing_flow,method,25,Out-of-equilibrium simulations to fight topological freezing,https://arxiv.org/abs/2310.11979,raw/arxiv/Q05.xml
arxiv:2310.11979,2310.11979,Q06,L2,stochastic_flow,method,10,Out-of-equilibrium simulations to fight topological freezing,https://arxiv.org/abs/2310.11979,raw/arxiv/Q06.xml
arxiv:2310.11979,2310.11979,Q12,L3,jarzynski,method_precedent,10,Out-of-equilibrium simulations to fight topological freezing,https://arxiv.org/abs/2310.11979,raw/arxiv/Q12.xml
arxiv:2310.11979,2310.11979,Q16,L4,evaluation,verification,21,Out-of-equilibrium simulations to fight topological freezing,https://arxiv.org/abs/2310.11979,raw/arxiv/Q16.xml
arxiv:2310.11979,2310.11979,Q22,L8,topology,problem,4,Out-of-equilibrium simulations to fight topological freezing,https://arxiv.org/abs/2310.11979,expansion/raw/arxiv/Q22.xml
arxiv:2311.03578,2311.03578,Q10,L2,diffusion,adjacent,13,Generative Diffusion Models for Lattice Field Theory,https://arxiv.org/abs/2311.03578,raw/arxiv/Q10.xml
arxiv:2311.03578,2311.03578,Q21,L7,stochastic_quantization,mechanism,2,Generative Diffusion Models for Lattice Field Theory,https://arxiv.org/abs/2311.03578,expansion/raw/arxiv/Q21.xml
arxiv:2311.06106,2311.06106,Q10,L2,diffusion,adjacent,12,The calculations of Nucleon Electric Dipole Moment using background field on Lattice QCD,https://arxiv.org/abs/2311.06106,raw/arxiv/Q10.xml
arxiv:2312.03491,2312.03491,Q18,L4,adjacent,method,8,Schrodinger Bridges Beat Diffusion Models on Text-to-Speech Synthesis,https://arxiv.org/abs/2312.03491,raw/arxiv/Q18.xml
arxiv:2312.11372,2312.11372,Q23,L9,multiscale,scaling,4,Performance of two-level sampling for the glueball spectrum in pure gauge theory,https://arxiv.org/abs/2312.11372,expansion/raw/arxiv/Q23.xml
arxiv:2312.11599,2312.11599,Q16,L4,evaluation,verification,20,Topological charge unfreezing with AMReX,https://arxiv.org/abs/2312.11599,raw/arxiv/Q16.xml
arxiv:2312.14013,2312.14013,Q13,L3,author,author_lineage,4,Two-Stage Pseudo Maximum Likelihood Estimation of Semiparametric Copula-based Regression Models for Semi-Competing Risks Data,https://arxiv.org/abs/2312.14013,raw/arxiv/Q13.xml
arxiv:2401.03853,2401.03853,Q16,L4,evaluation,verification,19,Lattice thermal conductivity of ZrSe2 based on the anharmonic phonon approach and on-the-fly machine learning force fields,https://arxiv.org/abs/2401.03853,raw/arxiv/Q16.xml
arxiv:2401.06733,2401.06733,Q10,L2,diffusion,adjacent,11,Adjoint chromoelectric and -magnetic correlators with gradient flow,https://arxiv.org/abs/2401.06733,raw/arxiv/Q10.xml
arxiv:2401.08040,2401.08040,Q10,L2,diffusion,adjacent,10,Transport and Connection to Heavy-ion Collisions via Heavy Flavor Probes,https://arxiv.org/abs/2401.08040,raw/arxiv/Q10.xml
arxiv:2402.00016,2402.00016,Q23,L9,multiscale,scaling,3,Multipolynomial Monte Carlo Trace Estimation,https://arxiv.org/abs/2402.00016,expansion/raw/arxiv/Q23.xml
arxiv:2402.06561,2402.06561,Q06,L2,stochastic_flow,method,9,Mitigating topological freezing using out-of-equilibrium simulations,https://arxiv.org/abs/2402.06561,raw/arxiv/Q06.xml
arxiv:2402.06561,2402.06561,Q12,L3,jarzynski,method_precedent,9,Mitigating topological freezing using out-of-equilibrium simulations,https://arxiv.org/abs/2402.06561,raw/arxiv/Q12.xml
arxiv:2402.06561,2402.06561,Q22,L8,topology,problem,3,Mitigating topological freezing using out-of-equilibrium simulations,https://arxiv.org/abs/2402.06561,expansion/raw/arxiv/Q22.xml
arxiv:2402.13678,2402.13678,Q17,L4,correction,exactness,13,Weak Poincaré inequality comparisons for ideal and hybrid slice sampling,https://arxiv.org/abs/2402.13678,raw/arxiv/Q17.xml
arxiv:2403.00048,2403.00048,Q09,L2,entropy_production,mechanism,25,Thermodynamic bounds on generalized transport: From single-molecule to bulk observables,https://arxiv.org/abs/2403.00048,raw/arxiv/Q09.xml
arxiv:2403.01717,2403.01717,Q18,L4,adjacent,method,7,Soft-constrained Schrodinger Bridge: a Stochastic Control Approach,https://arxiv.org/abs/2403.01717,raw/arxiv/Q18.xml
arxiv:2403.06069,2403.06069,Q18,L4,adjacent,method,6,Implicit Image-to-Image Schrodinger Bridge for Image Restoration,https://arxiv.org/abs/2403.06069,raw/arxiv/Q18.xml
arxiv:2404.02965,2404.02965,Q12,L3,jarzynski,method_precedent,8,Quantum thermodynamics of nonequilibrium processes in lattice gauge theories,https://arxiv.org/abs/2404.02965,raw/arxiv/Q12.xml
arxiv:2404.06426,2404.06426,Q09,L2,entropy_production,mechanism,24,Quantum stochastic thermodynamics in the mesoscopic-leads formulation,https://arxiv.org/abs/2404.06426,raw/arxiv/Q09.xml
arxiv:2404.07312,2404.07312,Q15,L3,author,author_lineage,3,An analysis of parameter compression and full-modeling techniques with Velocileptors for DESI 2024 and beyond,https://arxiv.org/abs/2404.07312,raw/arxiv/Q15.xml
arxiv:2404.09723,2404.09723,Q16,L4,evaluation,verification,18,Minimal Autocorrelation in Hybrid Monte Carlo simulations using Exact Fourier Acceleration,https://arxiv.org/abs/2404.09723,raw/arxiv/Q16.xml
arxiv:2404.10819,2404.10819,Q05,L1,normalizing_flow,method,24,Multiscale Normalizing Flows for Gauge Theories,https://arxiv.org/abs/2404.10819,raw/arxiv/Q05.xml
arxiv:2404.11674,2404.11674,Q05,L1,normalizing_flow,method,23,Practical applications of machine-learned flows on gauge fields,https://arxiv.org/abs/2404.11674,raw/arxiv/Q05.xml
arxiv:2404.18323,2404.18323,Q05,L1,normalizing_flow,method,22,Flow-based Nonperturbative Simulation of First-order Phase Transitions,https://arxiv.org/abs/2404.18323,raw/arxiv/Q05.xml
arxiv:2405.02467,2405.02467,Q09,L2,entropy_production,mechanism,23,Markov State Model Approach to Simulate Self-Assembly,https://arxiv.org/abs/2405.02467,raw/arxiv/Q09.xml
arxiv:2405.02552,2405.02552,Q12,L3,jarzynski,method_precedent,7,Fock Space and Field Theoretic Description of Nonequilibrium Work Relations,https://arxiv.org/abs/2405.02552,raw/arxiv/Q12.xml
arxiv:2405.15206,2405.15206,Q15,L3,author,author_lineage,2,Maximum Caliber Infers Effective Coupling and Response from Spiking Networks,https://arxiv.org/abs/2405.15206,raw/arxiv/Q15.xml
arxiv:2405.18381,2405.18381,Q09,L2,entropy_production,mechanism,22,Short-time Fokker-Planck propagator beyond the Gaussian approximation,https://arxiv.org/abs/2405.18381,raw/arxiv/Q09.xml
arxiv:2406.17699,2406.17699,Q17,L4,correction,exactness,12,Variance Reduction for the Independent Metropolis Sampler,https://arxiv.org/abs/2406.17699,raw/arxiv/Q17.xml
arxiv:2409.15937,2409.15937,Q06,L2,stochastic_flow,method,8,Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows,https://arxiv.org/abs/2409.15937,raw/arxiv/Q06.xml
arxiv:2409.18861,2409.18861,Q05,L1,normalizing_flow,method,21,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,https://arxiv.org/abs/2409.18861,raw/arxiv/Q05.xml
arxiv:2409.18861,2409.18861,Q06,L2,stochastic_flow,method,7,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,https://arxiv.org/abs/2409.18861,raw/arxiv/Q06.xml
arxiv:2409.18861,2409.18861,Q12,L3,jarzynski,method_precedent,6,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,https://arxiv.org/abs/2409.18861,raw/arxiv/Q12.xml
arxiv:2409.18861,2409.18861,Q16,L4,evaluation,verification,17,Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows,https://arxiv.org/abs/2409.18861,raw/arxiv/Q16.xml
arxiv:2410.02711,2410.02711,Q10,L2,diffusion,adjacent,9,NETS: A Non-Equilibrium Transport Sampler,https://arxiv.org/abs/2410.02711,raw/arxiv/Q10.xml
arxiv:2410.02711,2410.02711,Q12,L3,jarzynski,method_precedent,5,NETS: A Non-Equilibrium Transport Sampler,https://arxiv.org/abs/2410.02711,raw/arxiv/Q12.xml
arxiv:2410.10810,2410.10810,Q17,L4,correction,exactness,11,Local and Global Decoding in Text Generation,https://arxiv.org/abs/2410.10810,raw/arxiv/Q17.xml
arxiv:2410.13161,2410.13161,Q05,L1,normalizing_flow,method,20,Non-Perturbative Trivializing Flows for Lattice Gauge Theories,https://arxiv.org/abs/2410.13161,raw/arxiv/Q05.xml
arxiv:2410.19578,2410.19578,Q09,L2,entropy_production,mechanism,21,Temporal reversibility of reactive systems out of equilibrium: Molecular dynamics simulation,https://arxiv.org/abs/2410.19578,raw/arxiv/Q09.xml
arxiv:2410.21212,2410.21212,Q10,L2,diffusion,adjacent,8,On learning higher-order cumulants in diffusion models,https://arxiv.org/abs/2410.21212,raw/arxiv/Q10.xml
arxiv:2411.00620,2411.00620,Q12,L3,jarzynski,method_precedent,4,Topological susceptibility of $\mathrm{SU}(3)$ pure-gauge theory from out-of-equilibrium simulations,https://arxiv.org/abs/2411.00620,raw/arxiv/Q12.xml
arxiv:2411.05092,2411.05092,Q14,L3,author,author_lineage,1,Towards quantum computing Feynman diagrams in hybrid qubit-oscillator devices,https://arxiv.org/abs/2411.05092,raw/arxiv/Q14.xml
arxiv:2411.09514,2411.09514,Q17,L4,correction,exactness,10,On importance sampling and independent Metropolis-Hastings with an unbounded weight function,https://arxiv.org/abs/2411.09514,raw/arxiv/Q17.xml
arxiv:2411.15544,2411.15544,Q09,L2,entropy_production,mechanism,20,Stochastic calculus of run-and-tumble motion: an applied perspective,https://arxiv.org/abs/2411.15544,raw/arxiv/Q09.xml
arxiv:2412.00200,2412.00200,Q06,L2,stochastic_flow,method,6,Scaling of Stochastic Normalizing Flows in $\mathrm{SU}(3)$ lattice gauge theory,https://arxiv.org/abs/2412.00200,raw/arxiv/Q06.xml
arxiv:2412.00200,2412.00200,Q12,L3,jarzynski,method_precedent,3,Scaling of Stochastic Normalizing Flows in $\mathrm{SU}(3)$ lattice gauge theory,https://arxiv.org/abs/2412.00200,raw/arxiv/Q12.xml
arxiv:2412.00200,2412.00200,Q16,L4,evaluation,verification,16,Scaling of Stochastic Normalizing Flows in $\mathrm{SU}(3)$ lattice gauge theory,https://arxiv.org/abs/2412.00200,raw/arxiv/Q16.xml
arxiv:2412.01919,2412.01919,Q10,L2,diffusion,adjacent,7,Diffusion models learn distributions generated by complex Langevin dynamics,https://arxiv.org/abs/2412.01919,raw/arxiv/Q10.xml
arxiv:2412.04102,2412.04102,Q09,L2,entropy_production,mechanism,19,Entropy estimation for partially accessible Markov networks based on imperfect observations: Role of finite resolution and finite statistics,https://arxiv.org/abs/2412.04102,raw/arxiv/Q09.xml
arxiv:2412.04656,2412.04656,Q13,L3,author,author_lineage,3,Drift-cyclotron loss-cone instability in 3D simulations of a sloshing-ion simple mirror,https://arxiv.org/abs/2412.04656,raw/arxiv/Q13.xml
arxiv:2412.13704,2412.13704,Q10,L2,diffusion,adjacent,6,Diffusion models and stochastic quantisation in lattice field theory,https://arxiv.org/abs/2412.13704,raw/arxiv/Q10.xml
arxiv:2412.15175,2412.15175,Q09,L2,entropy_production,mechanism,18,"Effective Energy, Interactions And Out Of Equilibrium Nature Of Scalar Active Matter",https://arxiv.org/abs/2412.15175,raw/arxiv/Q09.xml
arxiv:2412.19109,2412.19109,Q05,L1,normalizing_flow,method,19,Stochastic normalizing flows for Effective String Theory,https://arxiv.org/abs/2412.19109,raw/arxiv/Q05.xml
arxiv:2412.19109,2412.19109,Q06,L2,stochastic_flow,method,5,Stochastic normalizing flows for Effective String Theory,https://arxiv.org/abs/2412.19109,raw/arxiv/Q06.xml
arxiv:2501.07371,2501.07371,Q05,L1,normalizing_flow,method,18,Simulating the Hubbard Model with Equivariant Normalizing Flows,https://arxiv.org/abs/2501.07371,raw/arxiv/Q05.xml
arxiv:2501.18288,2501.18288,Q05,L1,normalizing_flow,method,17,Normalizing flows for SU($N$) gauge theories employing singular value decomposition,https://arxiv.org/abs/2501.18288,raw/arxiv/Q05.xml
arxiv:2502.00263,2502.00263,Q05,L1,normalizing_flow,method,16,Progress in Normalizing Flows for 4d Gauge Theories,https://arxiv.org/abs/2502.00263,raw/arxiv/Q05.xml
arxiv:2502.05452,2502.05452,Q11,L2,critical_slowing,problem,30,Improvement in Autocorrelation Times Measured by the Master-Field Technique using Field Transformation HMC in 2+1 Domain Wall Fermion Simulations,https://arxiv.org/abs/2502.05452,raw/arxiv/Q11.xml
arxiv:2502.19418,2502.19418,Q12,L3,jarzynski,method_precedent,2,Work and heat exchanged during sudden quenches of strongly coupled quantum systems,https://arxiv.org/abs/2502.19418,raw/arxiv/Q12.xml
arxiv:2502.20608,2502.20608,Q13,L3,author,author_lineage,2,Analysis of multivariate event times under informative censoring using vine copula,https://arxiv.org/abs/2502.20608,raw/arxiv/Q13.xml
arxiv:2503.04105,2503.04105,Q11,L2,critical_slowing,problem,29,$1/f$ noise in the Ising model,https://arxiv.org/abs/2503.04105,raw/arxiv/Q11.xml
arxiv:2503.08918,2503.08918,Q11,L2,critical_slowing,problem,28,Multilevel Generative Samplers for Investigating Critical Phenomena,https://arxiv.org/abs/2503.08918,raw/arxiv/Q11.xml
arxiv:2503.09747,2503.09747,Q11,L2,critical_slowing,problem,27,Parallel Tempered Metadynamics,https://arxiv.org/abs/2503.09747,raw/arxiv/Q11.xml
arxiv:2503.11482,2503.11482,Q04,L1,domain,domain,3,NeuMC -- a package for neural sampling for lattice field theories,https://arxiv.org/abs/2503.11482,raw/arxiv/Q04.xml
arxiv:2503.11482,2503.11482,Q05,L1,normalizing_flow,method,15,NeuMC -- a package for neural sampling for lattice field theories,https://arxiv.org/abs/2503.11482,raw/arxiv/Q05.xml
arxiv:2504.01575,2504.01575,Q16,L4,evaluation,verification,15,Fully ergodic simulations using radial updates,https://arxiv.org/abs/2504.01575,raw/arxiv/Q16.xml
arxiv:2504.17747,2504.17747,Q11,L2,critical_slowing,problem,26,Fourier Acceleration in a Linear Sigma Model with Spontaneous Symmetry Breaking,https://arxiv.org/abs/2504.17747,raw/arxiv/Q11.xml
arxiv:2504.18126,2504.18126,Q05,L1,normalizing_flow,method,14,Lecture Notes on Normalizing Flows for Lattice Quantum Field Theories,https://arxiv.org/abs/2504.18126,raw/arxiv/Q05.xml
arxiv:2505.04611,2505.04611,Q17,L4,correction,exactness,9,Particle Gibbs without the Gibbs bit,https://arxiv.org/abs/2505.04611,raw/arxiv/Q17.xml
arxiv:2505.07719,2505.07719,Q16,L4,evaluation,verification,14,Training neural control variates using correlated configurations,https://arxiv.org/abs/2505.07719,raw/arxiv/Q16.xml
arxiv:2505.08236,2505.08236,Q11,L2,critical_slowing,problem,25,Critical dynamics of three-dimensional $Z_N$ gauge models and the inverted XY universality class,https://arxiv.org/abs/2505.08236,raw/arxiv/Q11.xml
arxiv:2505.10444,2505.10444,Q09,L2,entropy_production,mechanism,17,Inferring entropy production in many-body systems using nonequilibrium maximum entropy,https://arxiv.org/abs/2505.10444,raw/arxiv/Q09.xml
arxiv:2505.10553,2505.10553,Q05,L1,normalizing_flow,method,13,Flowing Through Hilbert Space: Quantum-Enhanced Generative Models for Lattice Field Theory,https://arxiv.org/abs/2505.10553,raw/arxiv/Q05.xml
arxiv:2505.20549,2505.20549,Q10,L2,diffusion,adjacent,5,Adjoint chromoelectric correlators for heavy quarkonium diffusion,https://arxiv.org/abs/2505.20549,raw/arxiv/Q10.xml
arxiv:2507.04542,2507.04542,Q09,L2,entropy_production,mechanism,16,Linking diffusive fields to virtual waves as their propagative duals,https://arxiv.org/abs/2507.04542,raw/arxiv/Q09.xml
arxiv:2507.07192,2507.07192,Q08,L2,path_space,mechanism,30,Bridging the Last Mile of Prediction: Enhancing Time Series Forecasting with Conditional Guided Flow Matching,https://arxiv.org/abs/2507.07192,raw/arxiv/Q08.xml
arxiv:2507.10476,2507.10476,Q09,L2,entropy_production,mechanism,15,Large Interconnected Thermodynamic Systems Nearly Minimize Entropy Production,https://arxiv.org/abs/2507.10476,raw/arxiv/Q09.xml
arxiv:2507.11025,2507.11025,Q18,L4,adjacent,method,5,Human-Guided Shade Artifact Suppression in CBCT-to-MDCT Translation via Schrödinger Bridge with Conditional Diffusion,https://arxiv.org/abs/2507.11025,raw/arxiv/Q18.xml
arxiv:2507.13503,2507.13503,Q16,L4,evaluation,verification,13,Generalized cluster algorithms for Potts lattice gauge theory,https://arxiv.org/abs/2507.13503,raw/arxiv/Q16.xml
arxiv:2507.14076,2507.14076,Q11,L2,critical_slowing,problem,24,Variational Multi-Gaussian Phase-Space Dynamics via Automatic Differentiation,https://arxiv.org/abs/2507.14076,raw/arxiv/Q11.xml
arxiv:2507.19718,2507.19718,Q08,L2,path_space,mechanism,29,GSCache: Real-Time Radiance Caching for Volume Path Tracing using 3D Gaussian Splatting,https://arxiv.org/abs/2507.19718,raw/arxiv/Q08.xml
arxiv:2508.12511,2508.12511,Q08,L2,path_space,mechanism,28,Trust Region Constrained Measure Transport in Path Space for Stochastic Optimal Control and Inference,https://arxiv.org/abs/2508.12511,raw/arxiv/Q08.xml
arxiv:2508.20584,2508.20584,Q18,L4,adjacent,method,4,Flowing Straighter with Conditional Flow Matching for Accurate Speech Enhancement,https://arxiv.org/abs/2508.20584,raw/arxiv/Q18.xml
arxiv:2509.01629,2509.01629,Q08,L2,path_space,mechanism,27,Lipschitz-Guided Design of Interpolation Schedules in Generative Models,https://arxiv.org/abs/2509.01629,raw/arxiv/Q08.xml
arxiv:2509.01806,2509.01806,Q11,L2,critical_slowing,problem,23,Intermittent localization and fast spatial learning by non-Markov random walks with decaying memory,https://arxiv.org/abs/2509.01806,raw/arxiv/Q11.xml
arxiv:2509.12812,2509.12812,Q05,L1,normalizing_flow,method,12,Efficient lattice field theory simulation using adaptive normalizing flow on a resistive memory-based neural differential equation solver,https://arxiv.org/abs/2509.12812,raw/arxiv/Q05.xml
arxiv:2509.12812,2509.12812,Q16,L4,evaluation,verification,12,Efficient lattice field theory simulation using adaptive normalizing flow on a resistive memory-based neural differential equation solver,https://arxiv.org/abs/2509.12812,raw/arxiv/Q16.xml
arxiv:2509.23945,2509.23945,Q11,L2,critical_slowing,problem,22,Tensor Network Markov Chain Monte Carlo: Efficient Sampling of Three-Dimensional Spin Glasses and Beyond,https://arxiv.org/abs/2509.23945,raw/arxiv/Q11.xml
arxiv:2509.23945,2509.23945,Q16,L4,evaluation,verification,11,Tensor Network Markov Chain Monte Carlo: Efficient Sampling of Three-Dimensional Spin Glasses and Beyond,https://arxiv.org/abs/2509.23945,raw/arxiv/Q16.xml
arxiv:2510.02961,2510.02961,Q11,L2,critical_slowing,problem,21,Percolation and criticality of systems with competing interactions on Bethe lattices: limitations and potential strengths of cluster schemes,https://arxiv.org/abs/2510.02961,raw/arxiv/Q11.xml
arxiv:2510.03900,2510.03900,Q09,L2,entropy_production,mechanism,14,Optimal Computation from Fluctuation Responses,https://arxiv.org/abs/2510.03900,raw/arxiv/Q09.xml
arxiv:2510.04639,2510.04639,Q15,L3,author,author_lineage,1,Combining the second data release of the European Pulsar Timing Array with low-frequency pulsar data,https://arxiv.org/abs/2510.04639,raw/arxiv/Q15.xml
arxiv:2510.12006,2510.12006,Q11,L2,critical_slowing,problem,20,Evidence for easy-plane XY ferromagnetism in heavy-fermion quantum-critical CeRh6Ge4,https://arxiv.org/abs/2510.12006,raw/arxiv/Q11.xml
arxiv:2510.13112,2510.13112,Q05,L1,normalizing_flow,method,11,Neural Triangular Transport Maps: A New Approach Towards Sampling in Lattice QCD,https://arxiv.org/abs/2510.13112,raw/arxiv/Q05.xml
arxiv:2510.14514,2510.14514,Q18,L4,adjacent,method,3,Flow Matching for Averaged Systems,https://arxiv.org/abs/2510.14514,raw/arxiv/Q18.xml
arxiv:2510.16728,2510.16728,Q08,L2,path_space,mechanism,26,Local regression on path spaces with signature metrics,https://arxiv.org/abs/2510.16728,raw/arxiv/Q08.xml
arxiv:2510.19550,2510.19550,Q13,L3,author,author_lineage,1,Quantum computation of molecular geometry via many-body nuclear spin echoes,https://arxiv.org/abs/2510.19550,raw/arxiv/Q13.xml
arxiv:2510.21330,2510.21330,Q05,L1,normalizing_flow,method,10,SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions,https://arxiv.org/abs/2510.21330,raw/arxiv/Q05.xml
arxiv:2510.21330,2510.21330,Q11,L2,critical_slowing,problem,19,SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions,https://arxiv.org/abs/2510.21330,raw/arxiv/Q11.xml
arxiv:2510.21330,2510.21330,Q16,L4,evaluation,verification,10,SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions,https://arxiv.org/abs/2510.21330,raw/arxiv/Q16.xml
arxiv:2510.21330,2510.21330,Q17,L4,correction,exactness,8,SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions,https://arxiv.org/abs/2510.21330,raw/arxiv/Q17.xml
arxiv:2510.21330,2510.21330,Q19,L5,correction,exactness,2,SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions,https://arxiv.org/abs/2510.21330,expansion/raw/arxiv/Q19.xml
arxiv:2510.24975,2510.24975,Q09,L2,entropy_production,mechanism,13,Maximum-Entropy Analog Computing Approaching ExaOPS-per-Watt Energy-efficiency at the RF-Edge,https://arxiv.org/abs/2510.24975,raw/arxiv/Q09.xml
arxiv:2510.25704,2510.25704,Q06,L2,stochastic_flow,method,4,Scaling flow-based approaches for topology sampling in $\mathrm{SU}(3)$ gauge theory,https://arxiv.org/abs/2510.25704,raw/arxiv/Q06.xml
arxiv:2510.25704,2510.25704,Q16,L4,evaluation,verification,9,Scaling flow-based approaches for topology sampling in $\mathrm{SU}(3)$ gauge theory,https://arxiv.org/abs/2510.25704,raw/arxiv/Q16.xml
arxiv:2510.25704,2510.25704,Q22,L8,topology,problem,2,Scaling flow-based approaches for topology sampling in $\mathrm{SU}(3)$ gauge theory,https://arxiv.org/abs/2510.25704,expansion/raw/arxiv/Q22.xml
arxiv:2510.26081,2510.26081,Q10,L2,diffusion,adjacent,4,Group-Equivariant Diffusion Models for Lattice Field Theory,https://arxiv.org/abs/2510.26081,raw/arxiv/Q10.xml
arxiv:2510.26081,2510.26081,Q11,L2,critical_slowing,problem,18,Group-Equivariant Diffusion Models for Lattice Field Theory,https://arxiv.org/abs/2510.26081,raw/arxiv/Q11.xml
arxiv:2511.02018,2511.02018,Q11,L2,critical_slowing,problem,17,Neural Field Transformations for Hybrid Monte Carlo: Architectural Design and Scaling,https://arxiv.org/abs/2511.02018,raw/arxiv/Q11.xml
arxiv:2511.02018,2511.02018,Q16,L4,evaluation,verification,8,Neural Field Transformations for Hybrid Monte Carlo: Architectural Design and Scaling,https://arxiv.org/abs/2511.02018,raw/arxiv/Q16.xml
arxiv:2511.07116,2511.07116,Q18,L4,adjacent,method,2,BridgeVoC: Revitalizing Neural Vocoder from a Restoration Perspective,https://arxiv.org/abs/2511.07116,raw/arxiv/Q18.xml
arxiv:2511.10393,2511.10393,Q11,L2,critical_slowing,problem,16,Backbone three-point correlation function in the two-dimensional Potts model,https://arxiv.org/abs/2511.10393,raw/arxiv/Q11.xml
arxiv:2511.15196,2511.15196,Q04,L1,domain,domain,2,Particle Monte Carlo methods for Lattice Field Theory,https://arxiv.org/abs/2511.15196,raw/arxiv/Q04.xml
arxiv:2512.01153,2512.01153,Q08,L2,path_space,mechanism,25,DPAC: Distribution-Preserving Adversarial Control for Diffusion Sampling,https://arxiv.org/abs/2512.01153,raw/arxiv/Q08.xml
arxiv:2512.02635,2512.02635,Q11,L2,critical_slowing,problem,15,Unified Functional-Holographic Theory of the QCD Critical End Point,https://arxiv.org/abs/2512.02635,raw/arxiv/Q11.xml
arxiv:2512.06621,2512.06621,Q17,L4,correction,exactness,7,"Monotone data augmentation algorithm for longitudinal continuous, binary and ordinal outcomes: a unifying approach",https://arxiv.org/abs/2512.06621,raw/arxiv/Q17.xml
arxiv:2512.19575,2512.19575,P08,L3,author_context,identifier_probe,1,Variational Autoregressive Networks Applied to $φ^4$ Field Theory Systems,https://arxiv.org/abs/2512.19575,raw/arxiv/P08.xml
arxiv:2512.19575,2512.19575,Q11,L2,critical_slowing,problem,14,Variational Autoregressive Networks Applied to $φ^4$ Field Theory Systems,https://arxiv.org/abs/2512.19575,raw/arxiv/Q11.xml
arxiv:2512.19616,2512.19616,Q09,L2,entropy_production,mechanism,12,Thermodynamics of large-scale chemical reaction networks,https://arxiv.org/abs/2512.19616,raw/arxiv/Q09.xml
arxiv:2512.19877,2512.19877,Q10,L2,diffusion,adjacent,3,Spectral Diffusion for Sampling on ${\rm SU}(N)$,https://arxiv.org/abs/2512.19877,raw/arxiv/Q10.xml
arxiv:2601.01694,2601.01694,Q07,L2,nonequilibrium,mechanism,2,Pseudospin Formulation of Quench Dynamics in the Semiclassical Holstein Model,https://arxiv.org/abs/2601.01694,raw/arxiv/Q07.xml
arxiv:2601.04358,2601.04358,Q09,L2,entropy_production,mechanism,11,Energy-Time-Accuracy Tradeoffs in Thermodynamic Computing,https://arxiv.org/abs/2601.04358,raw/arxiv/Q09.xml
arxiv:2601.04402,2601.04402,Q09,L2,entropy_production,mechanism,10,Thermodynamic significance of QUBO encoding on quantum annealers,https://arxiv.org/abs/2601.04402,raw/arxiv/Q09.xml
arxiv:2601.10774,2601.10774,Q05,L1,normalizing_flow,method,9,Analytic Bijections for Smooth and Interpretable Normalizing Flows,https://arxiv.org/abs/2601.10774,raw/arxiv/Q05.xml
arxiv:2601.18273,2601.18273,Q05,L1,normalizing_flow,method,8,Toward Scalable Normalizing Flows for the Hubbard Model,https://arxiv.org/abs/2601.18273,raw/arxiv/Q05.xml
arxiv:2601.18273,2601.18273,Q06,L2,stochastic_flow,method,3,Toward Scalable Normalizing Flows for the Hubbard Model,https://arxiv.org/abs/2601.18273,raw/arxiv/Q06.xml
arxiv:2601.20708,2601.20708,Q05,L1,normalizing_flow,method,7,A scalable flow-based approach to mitigate topological freezing,https://arxiv.org/abs/2601.20708,raw/arxiv/Q05.xml
arxiv:2601.20708,2601.20708,Q06,L2,stochastic_flow,method,2,A scalable flow-based approach to mitigate topological freezing,https://arxiv.org/abs/2601.20708,raw/arxiv/Q06.xml
