edge_id,source_arxiv_id,target_arxiv_id,relation_type,relation_basis,evidence_id,confidence,review_status
R0072,2207.00283,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1114: Quantum Field Theories with Equivariant Autocorrelation Times in Lattice Simu- Continuous Flows (2022). arXiv:2207.00283 lations with Generative Adversarial Net- [hep-lat] works. Mach. Learn. Sci. Tech. 1, 045,011",CIT-221107541-220700283,high,exact_identifier_context_verified
R0073,2208.03832,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1073: SU (N ) gauge equivariant flows. Phys. field configurations with gauge-equivariant Rev. D 103(7), 074,504 (2021). https: flow models (2022). arXiv:2208.03832 [hep- //doi.org/10.1103/PhysRevD.103.074504. lat]",CIT-221107541-220803832,high,exact_identifier_context_verified
R0074,2210.03139,2211.07541,direct_citation,"Exact arXiv identifier in 2211.07541 current text line 1136: Stochastic normalizing flows for lattice field [55] D. Bachtis, G. Aarts, B. Lucini, Extending theory (2022). arXiv:2210.03139 [hep-lat] machine learning classification capabili- ties with histogram reweighting. Phys.",CIT-221107541-221003139,high,exact_identifier_context_verified
R0075,2201.08862,2309.14983,direct_citation,"Exact arXiv identifier in 2309.14983 current text line 385: [9] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-230914983-220108862,high,exact_identifier_context_verified
R0076,2207.00283,2309.14983,direct_citation,"Exact arXiv identifier in 2309.14983 current text line 379: [7] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan and M.C.N. Cheng, Learning Lattice Quantum Field Theories with Equivariant Continuous Flows, 2207.00283.",CIT-230914983-220700283,high,exact_identifier_context_verified
R0077,2211.07541,2309.14983,direct_citation,"Exact arXiv identifier in 2309.14983 current text line 388: [10] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, 2211.07541.",CIT-230914983-221107541,high,exact_identifier_context_verified
R0078,1904.12072,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1440: [7] M.S. Albergo, G. Kanwar and P.E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072]. [8] G. Kanwar, M.S. Albergo, D. Boyda, K. Cranmer, D.C. Hackett, S. Racanière et al.,",CIT-230917082-190412072,high,exact_identifier_context_verified
R0079,2003.06413,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1443: Equivariant Flow-Based Sampling for Lattice Gauge Theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413]. [9] K.A. Nicoli, C.J. Anders, L. Funcke, T. Hartung, K. Jansen, P. Kessel et al., Estimation of",CIT-230917082-200306413,high,exact_identifier_context_verified
R0080,2007.07115,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1446: Thermodynamic Observables in Lattice Field Theories with Deep Generative Models, Phys. Rev. Lett. 126 (2021) 032001 [2007.07115]. [10] M.S. Albergo, G. Kanwar, S. Racanière, D.J. Rezende, J.M. Urban, D. Boyda et al.,",CIT-230917082-200707115,high,exact_identifier_context_verified
R0081,2101.08176,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1451: [11] M.S. Albergo, D. Boyda, D.C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al., Introduction to Normalizing Flows for Lattice Field Theory, arXiv:2101.08176 [hep-lat] (2021) [2101.08176].",CIT-230917082-210108176,high,exact_identifier_context_verified
R0082,2106.05934,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1449: Flow-based sampling for fermionic lattice field theories, Phys. Rev. D 104 (2021) 114507 [2106.05934]. [11] M.S. Albergo, D. Boyda, D.C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al.,",CIT-230917082-210605934,high,exact_identifier_context_verified
R0083,2107.00734,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1457: [13] D.C. Hackett, C.-C. Hsieh, M.S. Albergo, D. Boyda, J.-W. Chen, K.-F. Chen et al., Flow-based sampling for multimodal distributions in lattice field theory, 2107.00734. [14] M.S. Albergo, D. Boyda, K. Cranmer, D.C. Hackett, G. Kanwar, S. Racanière et al.,",CIT-230917082-210700734,high,exact_identifier_context_verified
R0084,2201.08862,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1464: [16] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862]. [17] S. Chen, O. Savchuk, S. Zheng, B. Chen, H. Stoecker, L. Wang et al., Fourier-flow model",CIT-230917082-220108862,high,exact_identifier_context_verified
R0085,2202.11712,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1460: Flow-based sampling in the lattice Schwinger model at criticality, Phys. Rev. D 106 (2022) 014514 [2202.11712]. [15] S. Bacchio, P. Kessel, S. Schaefer and L. Vaitl, Learning Trivializing Gradient Flows for",CIT-230917082-220211712,high,exact_identifier_context_verified
R0086,2207.00283,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1468: [18] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan and M.C.N. Cheng, Learning Lattice Quantum Field Theories with Equivariant Continuous Flows, 2207.00283. [19] D. Albandea, L. Del Debbio, P. Hernández, R. Kenway, J. Marsh Rossney and A. Ramos,",CIT-230917082-220700283,high,exact_identifier_context_verified
R0087,2211.03470,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1466: [17] S. Chen, O. Savchuk, S. Zheng, B. Chen, H. Stoecker, L. Wang et al., Fourier-flow model generating Feynman paths, Phys. Rev. D 107 (2023) 056001 [2211.03470]. [18] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan and M.C.N. Cheng, Learning Lattice",CIT-230917082-221103470,high,exact_identifier_context_verified
R0088,2211.07541,2309.17082,direct_citation,"Exact arXiv identifier in 2309.17082 current text line 1481: [21] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, 2211.07541. [22] K.A. Nicoli, C.J. Anders, T. Hartung, K. Jansen, P. Kessel and S. Nakajima, Detecting and",CIT-230917082-221107541,high,exact_identifier_context_verified
R0089,2107.00734,2311.03578,direct_citation,"Exact arXiv identifier in 2311.03578 current text line 281: Kai-Feng Chen, Kyle Cranmer, Gurtej Kanwar, and Phiala E. Shanahan. Flow-based sampling for multimodal distributions in lattice field theory, 2021. arXiv:2107.00734(hep-lat). [13] Ryan Abbott et al. Aspects of scaling and scalability for flow-based sampling of lattice QCD,",CIT-231103578-210700734,high,exact_identifier_context_verified
R0090,2110.02673,2311.03578,direct_citation,"Exact arXiv identifier in 2311.03578 current text line 269: Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows, 2021. arXiv:2110.02673(cs.LG).",CIT-231103578-211002673,high,exact_identifier_context_verified
R0091,2207.00283,2311.03578,direct_citation,"Exact arXiv identifier in 2311.03578 current text line 276: Cheng. Learning Lattice Quantum Field Theories with Equivariant Continuous Flows, 2022. arXiv:2207.00283(hep-lat). [11] Shile Chen, Oleh Savchuk, Shiqi Zheng, Baoyi Chen, Horst Stoecker, Lingxiao Wang, and Kai",CIT-231103578-220700283,high,exact_identifier_context_verified
R0092,2211.07541,2311.03578,direct_citation,"Exact arXiv identifier in 2311.03578 current text line 283: [13] Ryan Abbott et al. Aspects of scaling and scalability for flow-based sampling of lattice QCD, 2022. arXiv:2211.07541(hep-lat). [14] Kim A. Nicoli, Christopher J. Anders, Tobias Hartung, Karl Jansen, Pan Kessel, and Shinichi",CIT-231103578-221107541,high,exact_identifier_context_verified
R0093,2309.17082,2311.03578,direct_citation,"Exact arXiv identifier in 2311.03578 current text line 313: [26] Lingxiao Wang, Gert Aarts, and Kai Zhou. Diffusion Models as Stochastic Quantization in Lattice Field Theory, 2023. arXiv:2309.17082(hep-lat). [27] Giorgio Parisi. On complex probabilities. Physics Letters B, 131(4):393–395, November 1983.",CIT-231103578-230917082,high,exact_identifier_context_verified
R0094,2110.02673,2409.15937,direct_citation,"Exact arXiv identifier in 2409.15937 current text line 1331: [26] P. de Haan, C. Rainone, M. C. N. Cheng and R. Bondesan, Scaling Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows, 2110.02673.",CIT-240915937-211002673,high,exact_identifier_context_verified
R0095,2201.08862,2409.15937,direct_citation,"Exact arXiv identifier in 2409.15937 current text line 1340: [29] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-240915937-220108862,high,exact_identifier_context_verified
R0096,2211.07541,2409.15937,direct_citation,"Exact arXiv identifier in 2409.15937 current text line 1346: [31] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, Eur. Phys. J. A 59 (2023) 257 [2211.07541].",CIT-240915937-221107541,high,exact_identifier_context_verified
R0097,2201.08862,2409.18861,direct_citation,"Exact arXiv identifier in 2409.18861 current text line 504: [12] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-240918861-220108862,high,exact_identifier_context_verified
R0098,2211.07541,2409.18861,direct_citation,"Exact arXiv identifier in 2409.18861 current text line 482: [5] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, Eur. Phys. J. A 59 (2023) 257 [2211.07541].",CIT-240918861-221107541,high,exact_identifier_context_verified
R0099,2409.15937,2409.18861,direct_citation,"Exact arXiv identifier in 2409.18861 current text line 510: [14] M. Caselle, E. Cellini and A. Nada, Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows, 2409.15937.",CIT-240918861-240915937,high,exact_identifier_context_verified
R0100,2201.08862,2412.19109,direct_citation,"Exact arXiv identifier in 2412.19109 current text line 511: [30] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-241219109-220108862,high,exact_identifier_context_verified
R0101,2409.15937,2412.19109,direct_citation,"Exact arXiv identifier in 2412.19109 current text line 448: [13] M. Caselle, E. Cellini and A. Nada, Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows, 2409.15937.",CIT-241219109-240915937,high,exact_identifier_context_verified
R0102,2409.18861,2412.19109,direct_citation,"Exact arXiv identifier in 2412.19109 current text line 518: Normalizing Flows, in 41st International Symposium on Lattice Field Theory, 9, 2024, 2409.18861.",CIT-241219109-240918861,high,exact_identifier_context_verified
R0103,1904.12072,2501.07371,direct_citation,"Exact arXiv identifier in 2501.07371 current text line 608: [9] M.S. Albergo, G. Kanwar and P.E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072].",CIT-250107371-190412072,high,exact_identifier_context_verified
R0104,2003.06413,2501.07371,direct_citation,"Exact arXiv identifier in 2501.07371 current text line 665: Equivariant Flow-Based Sampling for Lattice Gauge Theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413].",CIT-250107371-200306413,high,exact_identifier_context_verified
R0105,2007.07115,2501.07371,direct_citation,"Exact arXiv identifier in 2501.07371 current text line 612: Thermodynamic Observables in Lattice Field Theories with Deep Generative Models, Phys. Rev. Lett. 126 (2021) 032001 [2007.07115].",CIT-250107371-200707115,high,exact_identifier_context_verified
R0106,2201.08862,2501.07371,direct_citation,"Exact arXiv identifier in 2501.07371 current text line 615: [11] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-250107371-220108862,high,exact_identifier_context_verified
R0107,2309.14983,2501.07371,direct_citation,"Exact arXiv identifier in 2501.07371 current text line 629: [15] M. Caselle, E. Cellini and A. Nada, Sampling Nambu-Goto theory using Normalizing Flows, PoS LATTICE2023 (2024) 015 [2309.14983].",CIT-250107371-230914983,high,exact_identifier_context_verified
R0108,1904.12072,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1298: [7] M.S. Albergo, G. Kanwar and P.E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072]. [8] D. Albandea, P. Hernández, A. Ramos and F. Romero-López, Topological sampling through",CIT-250205504-190412072,high,exact_identifier_context_verified
R0109,2003.06413,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1314: Equivariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413]. [14] D. Boyda, G. Kanwar, S. Racanière, D.J. Rezende, M.S. Albergo, K. Cranmer et al.,",CIT-250205504-200306413,high,exact_identifier_context_verified
R0110,2101.08176,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1321: [16] M.S. Albergo, D. Boyda, D.C. Hackett, G. Kanwar, K. Cranmer, S. Racanière et al., Introduction to Normalizing Flows for Lattice Field Theory, 2101.08176. [17] G. Kanwar, Flow-based sampling for lattice field theories, PoS LATTICE2023 (2024) 114",CIT-250205504-210108176,high,exact_identifier_context_verified
R0111,2110.02673,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1329: [20] P. de Haan, C. Rainone, M.C.N. Cheng and R. Bondesan, Scaling Up Machine Learning For Quantum Field Theory with Equivariant Continuous Flows, 2110.02673.",CIT-250205504-211002673,high,exact_identifier_context_verified
R0112,2201.08862,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1344: [24] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862]. [25] A. Bulgarelli, E. Cellini and A. Nada, Scaling of stochastic normalizing flows in SU(3) lattice",CIT-250205504-220108862,high,exact_identifier_context_verified
R0113,2207.00283,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1338: quantum field theories with equivariant continuous flows, SciPost Phys. 15 (2023) 238 [2207.00283]. [22] M. Caselle, E. Cellini and A. Nada, Sampling the lattice Nambu-Goto string using",CIT-250205504-220700283,high,exact_identifier_context_verified
R0114,2211.03470,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1325: [18] S. Chen, O. Savchuk, S. Zheng, B. Chen, H. Stoecker, L. Wang et al., Fourier-flow model generating Feynman paths, Phys. Rev. D 107 (2023) 056001 [2211.03470]. [19] R.T. Chen, Y. Rubanova, J. Bettencourt and D.K. Duvenaud, Neural ordinary differential",CIT-250205504-221103470,high,exact_identifier_context_verified
R0115,2211.07541,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1351: [27] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, Eur. Phys. J. A 59 (2023) 257 [2211.07541]. [28] J. Komijani and M.K. Marinkovic, Generative models for scalar field theories: how to deal",CIT-250205504-221107541,high,exact_identifier_context_verified
R0116,2309.17082,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1393: [43] L. Wang, G. Aarts and K. Zhou, Diffusion models as stochastic quantization in lattice field theory, JHEP 05 (2024) 060 [2309.17082]. [44] L. Wang, G. Aarts and K. Zhou, Generative Diffusion Models for Lattice Field Theory, in",CIT-250205504-230917082,high,exact_identifier_context_verified
R0117,2311.03578,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1395: [44] L. Wang, G. Aarts and K. Zhou, Generative Diffusion Models for Lattice Field Theory, in 37th Conference on Neural Information Processing Systems, 2023 [2311.03578]. [45] G. Parisi, Y.S. Wu et al., Perturbation theory without gauge fixing, Sci. sin 24 (1981) 483.",CIT-250205504-231103578,high,exact_identifier_context_verified
R0118,2410.02711,2502.05504,direct_citation,"Exact arXiv identifier in 2502.05504 current text line 1462: [77] M.S. Albergo and E. Vanden-Eijnden, NETS: A Non-Equilibrium Transport Sampler, 2410.02711. [78] M. Favoni, A. Ipp, D.I. Müller and D. Schuh, Lattice Gauge Equivariant Convolutional",CIT-250205504-241002711,high,exact_identifier_context_verified
R0119,1904.12072,2510.26081,direct_citation,Exact arXiv identifier in 2510.26081 current text line 2284: Markov Chain Monte Carlo in Lattice Field Theory. Phys. Rev. D 100(3) (2019) 034515 [arXiv:1904.12072].,CIT-251026081-190412072,high,exact_identifier_context_verified
R0120,2003.06413,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2298: D. J. Rezende, and P. E. Shanahan. Equivariant Flow-Based Sampling for Lattice Gauge Theory. Phys. Rev. Lett. 125 (2020) 121601 [2003.06413].",CIT-251026081-200306413,high,exact_identifier_context_verified
R0121,2101.08176,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2306: D. J. Rezende, and P. E. Shanahan. Introduction to Normalizing Flows for Lattice Field Theory. arXiv:2101.08176.",CIT-251026081-210108176,high,exact_identifier_context_verified
R0122,2202.11712,2510.26081,direct_citation,Exact arXiv identifier in 2510.26081 current text line 2311: Sampling in the Lattice Schwinger Model at Criticality. Phys. Rev. D 106 (2022) 014514 [2202.11712].,CIT-251026081-220211712,high,exact_identifier_context_verified
R0123,2208.03832,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2321: López, P. E. Shanahan, and J. M. Urban. Sampling QCD Field Configurations with Gauge-Equivariant Flow Models. PoS LATTICE2022 (2023) 036 [2208.03832].",CIT-251026081-220803832,high,exact_identifier_context_verified
R0124,2211.07541,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2326: P. E. Shanahan, and J. M. Urban. Aspects of Scaling and Scalability for Flow-Based Sampling of Lattice QCD. Eur. Phys. J. A 59 (2023) 257 [2211.07541].",CIT-251026081-221107541,high,exact_identifier_context_verified
R0125,2309.17082,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2489: [68] L. Wang, G. Aarts, and K. Zhou, Diffusion Models as Stochastic Quantization in Lattice Field Theory. J. High Energ. Phys. 5 (2024) 60 [2309.17082].",CIT-251026081-230917082,high,exact_identifier_context_verified
R0126,2311.03578,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2486: [67] L. Wang, G. Aarts, and K. Zhou, Generative Diffusion Models for Lattice Field Theory. arXiv:2311.03578.",CIT-251026081-231103578,high,exact_identifier_context_verified
R0127,2502.05504,2510.26081,direct_citation,"Exact arXiv identifier in 2510.26081 current text line 2525: [77] Q. Zhu, G. Aarts, W. Wang, K. Zhou, and L. Wang, Physics-Conditioned Diffusion Models for Lattice Gauge Theory. arXiv:2502.05504.",CIT-251026081-250205504,high,exact_identifier_context_verified
R0128,1904.12072,2512.19575,direct_citation,"Exact arXiv identifier in 2512.19575 current text line 1178: [11] M.S. Albergo, G. Kanwar and P.E. Shanahan, Flow-based generative models for markov chain monte carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072]. [12] K.A. Nicoli, C.J. Anders, L. Funcke, T. Hartmann, K. Jansen, P. Kessel et al.,",CIT-251219575-190412072,high,exact_identifier_context_verified
R0129,2003.06413,2512.19575,direct_citation,"Exact arXiv identifier in 2512.19575 current text line 1187: Equivariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413]. [15] A. van den Oord, N. Kalchbrenner and K. Kavukcuoglu, Pixel recurrent neural networks,",CIT-251219575-200306413,high,exact_identifier_context_verified
R0130,2007.07115,2512.19575,direct_citation,"Exact arXiv identifier in 2512.19575 current text line 1166: thermodynamic observables in lattice field theories with deep generative models, Phys. Rev. Lett. 126 (2021) 032001 [2007.07115]. [7] J. Ho, A. Jain and P. Abbeel, Denoising diffusion probabilistic models, Advances in Neural",CIT-251219575-200707115,high,exact_identifier_context_verified
R0131,2211.07541,2512.19575,direct_citation,"Exact arXiv identifier in 2512.19575 current text line 1184: scaling and scalability for flow-based sampling of lattice qcd, arXiv preprint (2022) [2211.07541]. [14] G. Kanwar, M.S. Albergo, D. Boyda, K. Cranmer, D.C. Hackett, S. Racanière et al.,",CIT-251219575-221107541,high,exact_identifier_context_verified
R0132,2309.17082,2512.19575,direct_citation,"Exact arXiv identifier in 2512.19575 current text line 1225: [28] L. Wang, G. Aarts and K. Zhou, Diffusion models as stochastic quantization in lattice field theory, JHEP 05 (2024) 060 [2309.17082].",CIT-251219575-230917082,high,exact_identifier_context_verified
R0133,1904.12072,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 469: [24] M. S. Albergo, G. Kanwar and P. E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072].",CIT-260120708-190412072,high,exact_identifier_context_verified
R0134,2003.06413,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 505: Equivariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413].",CIT-260120708-200306413,high,exact_identifier_context_verified
R0135,2106.05934,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 525: Flow-based sampling for fermionic lattice field theories, Phys. Rev. D 104 (2021) 114507 [2106.05934].",CIT-260120708-210605934,high,exact_identifier_context_verified
R0136,2201.08862,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 452: [19] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862].",CIT-260120708-220108862,high,exact_identifier_context_verified
R0137,2202.11712,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 532: Flow-based sampling in the lattice Schwinger model at criticality, Phys. Rev. D 106 (2022) 014514 [2202.11712].",CIT-260120708-220211712,high,exact_identifier_context_verified
R0138,2309.17082,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 548: [44] L. Wang, G. Aarts and K. Zhou, Diffusion models as stochastic quantization in lattice field theory, JHEP 05 (2024) 060 [2309.17082].",CIT-260120708-230917082,high,exact_identifier_context_verified
R0139,2409.15937,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 455: [20] M. Caselle, E. Cellini and A. Nada, Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows, JHEP 02 (2025) 090 [2409.15937].",CIT-260120708-240915937,high,exact_identifier_context_verified
R0140,2502.05504,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 558: [47] Q. Zhu, G. Aarts, W. Wang, K. Zhou and L. Wang, Physics-Conditioned Diffusion Models for Lattice Gauge Theory, 2502.05504.",CIT-260120708-250205504,high,exact_identifier_context_verified
R0141,2510.26081,2601.20708,direct_citation,"Exact arXiv identifier in 2601.20708 current text line 564: [49] O. Vega, J. Komijani, A. El-Khadra and M. Marinkovic, Group-Equivariant Diffusion Models for Lattice Field Theory, 2510.26081.",CIT-260120708-251026081,high,exact_identifier_context_verified
R0142,2003.06413,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 686: P. E. Shanahan, Phys. Rev. Lett. 125, 121601 (2020), M. C. N. Cheng, Phys. Rev. D 112, 094516 (2025), arXiv:2003.06413 [hep-lat]. arXiv:2410.13161 [hep-lat]. [16] M. S. Albergo, G. Kanwar, S. Racanière, D. J. Rezende, [33] M. Caselle, E. Cellini, A. Nada, and M. Panero, JHEP",CIT-260410209-200306413,high,exact_identifier_context_verified
R0143,2106.05934,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 690: and P. E. Shanahan, Phys. Rev. D 104, 114507 (2021), [34] M. Caselle, E. Cellini, and A. Nada, JHEP 02, 090, arXiv:2106.05934 [hep-lat]. arXiv:2409.15937 [hep-lat]. [17] K. A. Nicoli, S. Nakajima, N. Strodthoff, W. Samek, [35] A. Bulgarelli, E. Cellini, K. Jansen, S. Kühn, A. Nada,",CIT-260410209-210605934,high,exact_identifier_context_verified
R0144,2201.08862,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 688: [16] M. S. Albergo, G. Kanwar, S. Racanière, D. J. Rezende, [33] M. Caselle, E. Cellini, A. Nada, and M. Panero, JHEP J. M. Urban, D. Boyda, K. Cranmer, D. C. Hackett, 07, 015, arXiv:2201.08862 [hep-lat]. and P. E. Shanahan, Phys. Rev. D 104, 114507 (2021), [34] M. Caselle, E. Cellini, and A. Nada, JHEP 02, 090,",CIT-260410209-220108862,high,exact_identifier_context_verified
R0145,2211.07541,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 737: [52] R. Abbott et al., Eur. Phys. J. A 59, 257 (2023), arXiv:2211.07541 [hep-lat]. L Chain length Acceptance Wall-clock time [53] G. Catumba and A. Ramos, Eur. Phys. J. C 85, 1037 8 2 × 106 98% 0.5 hr",CIT-260410209-221107541,high,exact_identifier_context_verified
R0146,2309.17082,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 714: [42] L. Wang, G. Aarts, and K. Zhou, JHEP 05, 060, optimization (2017), arXiv:1412.6980 [cs.LG]. arXiv:2309.17082 [hep-lat]. [43] Q. Zhu, G. Aarts, W. Wang, K. Zhou, and L. Wang,",CIT-260410209-230917082,high,exact_identifier_context_verified
R0147,2409.15937,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 690: and P. E. Shanahan, Phys. Rev. D 104, 114507 (2021), [34] M. Caselle, E. Cellini, and A. Nada, JHEP 02, 090, arXiv:2106.05934 [hep-lat]. arXiv:2409.15937 [hep-lat]. [17] K. A. Nicoli, S. Nakajima, N. Strodthoff, W. Samek, [35] A. Bulgarelli, E. Cellini, K. Jansen, S. Kühn, A. Nada,",CIT-260410209-240915937,high,exact_identifier_context_verified
R0148,2502.05504,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 716: [43] Q. Zhu, G. Aarts, W. Wang, K. Zhou, and L. Wang, arXiv (2025), arXiv:2502.05504 [hep-lat]. Appendix A: HMC Simulation: Critical Slowing [44] G. Kanwar and O. Vega, in 42th International Sympo- Down and Scaling",CIT-260410209-250205504,high,exact_identifier_context_verified
R0149,2510.21330,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 724: [46] V. Kanaujia and V. Arora, arXiv (2025), For L ∈ {8, 16, 32, 64, 128} we run HMC chains with arXiv:2510.21330 [cs.LG]. molecular-dynamics trajectory length τMD = 1 and [47] H. Alharazin, J. Y. Panteleeva, and B. D. Sun, arXiv nleap = 10 leapfrog steps (step size ϵ = 0.1), fixed",CIT-260410209-251021330,high,exact_identifier_context_verified
R0150,2510.26081,2604.10209,direct_citation,"Exact arXiv identifier in 2604.10209 current text line 722: [45] O. Vega, J. Komijani, A. El-Khadra, and M. Marinkovic, arXiv preprint arXiv:2510.26081 (2025). [46] V. Kanaujia and V. Arora, arXiv (2025), For L ∈ {8, 16, 32, 64, 128} we run HMC chains with",CIT-260410209-251026081,high,exact_identifier_context_verified
R0151,2003.06413,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 775: Equivariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601, [2003.06413].",CIT-260412416-200306413,high,exact_identifier_context_verified
R0152,2201.08862,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 860: [33] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015, [2201.08862].",CIT-260412416-220108862,high,exact_identifier_context_verified
R0153,2211.07541,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 800: [15] R. Abbott et al., Aspects of scaling and scalability for flow-based sampling of lattice QCD, Eur. Phys. J. A 59 (2023) 257, [2211.07541].",CIT-260412416-221107541,high,exact_identifier_context_verified
