candidate_id,title,authors,year,doi,arxiv_id,primary_url,facets,families,method_groups,query_ids,route_occurrences,score,decision,screen_reason,provenance
doi:10.1214/aoms/1177729694,On Information and Sufficiency,"Kullback, Solomon and Leibler, Richard A.",1951,10.1214/aoms/1177729694,,,lineage,backward,,Q04,1,-1,exclude,score=-1; phrase_hits=0; strong_domain=; root_methods=; domain=; routes=backward,current root bibliography ref 57
doi:10.1080/01621459.2020.1847120,Stochastic Gradient Markov Chain Monte Carlo,Christopher Nemeth; Paul Fearnhead,2020,10.1080/01621459.2020.1847120,,https://doi.org/10.1080/01621459.2020.1847120,lineage,closure,scaling,Q36,1,-1,exclude,score=-1; phrase_hits=0; strong_domain=markov chain monte carlo; root_methods=; domain=markov;monte;stochastic; routes=closure,current OpenAlex response
doi:10.3390/e22040452,The Role of Entropy in the Development of Economics,"Jakimowicz, Aleksander",2020,10.3390/e22040452,,,lineage,backward,,Q04,1,-1,exclude,score=-1; phrase_hits=0; strong_domain=; root_methods=; domain=; routes=backward,current root bibliography ref 44
title:trajectory balance improved credit assignment in gflownets,Trajectory balance: Improved credit assignment in GFlowNets,"Malkin, Nikolay and Jain, Moksh and Bengio, Emmanuel and Sun, Chen and Bengio, Yoshua",2022,,,https://proceedings.neurips.cc/paper\_files/paper/2022/file/27b51baca8377a0cf109f6ecc15a0f70-Paper-Conference.pdf,lineage,backward,flow,Q04,1,-1,exclude,score=-1; phrase_hits=0; strong_domain=; root_methods=; domain=; routes=backward,current root bibliography ref 53
doi:10.1109/tpami.2023.3261988,Diffusion Models in Vision: A Survey,Florinel-Alin Croitoru; Vlad Hondru; Radu Tudor Ionescu; Mubarak Shah,2023,10.1109/tpami.2023.3261988,,https://doi.org/10.1109/tpami.2023.3261988,adjacent_method,keyword,diffusion;flow,Q20;Q21;Q22,3,-2,exclude,score=-2; phrase_hits=1; strong_domain=; root_methods=; domain=diffusion;field;flow;sampl;stochastic; routes=keyword,current OpenAlex response
doi:10.1016/j.physrep.2017.07.007,Random walks and diffusion on networks,Naoki Masuda; Mason A. Porter; Renaud Lambiotte,2017,10.1016/j.physrep.2017.07.007,,https://doi.org/10.1016/j.physrep.2017.07.007,identity;lineage,closure;root,diffusion,Q01;Q36,2,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;lattice;sampl;stochastic; routes=closure;root,current OpenAlex response
arxiv:2002.02001,A guide to state-space modeling of ecological time series,"Auger-M\'eth\'e, Marie; Ken B. Newman; Diana J. Cole; Fanny Empacher; Rowenna Gryba; Aaron A. King; Vianey Leos‐Barajas; Joanna Mills Flemming; Anders Nielsen; Giovanni De Petris; Len Thomas",2020,10.1002/ecm.1470,2002.02001,http://arxiv.org/abs/2002.02001,lineage,closure,,Q36,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=sampl;stochastic; routes=closure,current OpenAlex response
doi:10.1007/s10955-016-1446-7,Adaptive Importance Sampling for Control and Inference,Hilbert J. Kappen; H. C. Ruiz,2016,10.1007/s10955-016-1446-7,,https://doi.org/10.1007/s10955-016-1446-7,lineage,closure,path_space,Q36,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=monte;path;sampl;stochastic; routes=closure,current OpenAlex response
arxiv:2308.05384,Enhancing Deep Reinforcement Learning: A Tutorial on Generative Diffusion Models in Network Optimization,Hongyang Du; Ruichen Zhang; Yinqiu Liu; Jiacheng Wang; Yijing Lin; Zonghang Li; Dusit Niyato; Jiawen Kang; Zehui Xiong; Shuguang Cui; Bo Ai; Haibo Zhou; Dong In Kim,2023,10.48550/arxiv.2308.05384,2308.05384,http://arxiv.org/abs/2308.05384,failure,adversarial,diffusion,Q32,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=adversarial,current OpenAlex response
arxiv:2201.08770,Generalization Metrics for Practical Quantum Advantage in Generative Models,Kaitlin Gili; Marta Mauri; Alejandro Perdomo‐Ortiz,2022,10.48550/arxiv.2201.08770,2201.08770,http://arxiv.org/abs/2201.08770,failure,adversarial,failure,Q32,1,-2,exclude,score=-2; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=adversarial,current OpenAlex response
arxiv:2112.01586,HMC with Normalizing Flows,Sam Foreman; Taku Izubuchi; Luchang Jin; Xiao-Yong Jin; James C. Osborn; Akio Tomiya,2021,,2112.01586,http://arxiv.org/abs/2112.01586v1,adjacent_method,keyword,fermion;flow,Q28,1,-2,exclude,score=-2; phrase_hits=1; strong_domain=; root_methods=; domain=flow;lattice;monte; routes=keyword,current arXiv API response
arxiv:2304.12891,Latent diffusion models for generative precipitation nowcasting with accurate uncertainty quantification,Jussi Leinonen; Ulrich Hamann; Daniele Nerini; Urs Germann; Gabriele Franch,2023,10.48550/arxiv.2304.12891,2304.12891,http://arxiv.org/abs/2304.12891,failure,adversarial,diffusion,Q32,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=adversarial,current OpenAlex response
arxiv:2402.06320,Particle Denoising Diffusion Sampler,Angus Phillips; Hai-Dang Dau; Michael J. Hutchinson; Valentin De Bortoli; George Deligiannidis; Arnaud Doucet,2024,10.48550/arxiv.2402.06320,2402.06320,http://arxiv.org/abs/2402.06320,correction,adjacent,diffusion;path_space,Q31,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=denoising diffusion sampler; domain=diffusion;sampl; routes=adjacent,current OpenAlex response
arxiv:1906.12320,PointFlow: 3D Point Cloud Generation with Continuous Normalizing Flows,Guandao Yang; Xun Huang; Zekun Hao; Mingyu Liu; Serge Belongie; Bharath Hariharan,2019,10.48550/arxiv.1906.12320,1906.12320,http://arxiv.org/abs/1906.12320,adjacent_method,keyword,flow,Q19,1,-2,exclude,score=-2; phrase_hits=2; strong_domain=; root_methods=continuous normalizing flow; domain=flow;sampl; routes=keyword,current OpenAlex response
arxiv:2501.13799,Rudraksh: A compact and lightweight post-quantum key-encapsulation mechanism,Suparna Kundu; Archisman Ghosh; Angshuman Karmakar; Shreyas Sen; Ingrid Verbauwhede,2025,10.48550/arxiv.2501.13799,2501.13799,http://arxiv.org/abs/2501.13799,author,author,,Q06,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=field;lattice; routes=author,current OpenAlex response
doi:10.1073/pnas.2311810121,"Sampling with flows, diffusion, and autoregressive neural networks from a spin-glass perspective",Davide Ghio; Yatin Dandi; Florent Krząkała; Lenka Zdeborová,2024,10.1073/pnas.2311810121,,https://doi.org/10.1073/pnas.2311810121,adjacent_method,keyword,diffusion;flow,Q20,1,-2,exclude,score=-2; phrase_hits=1; strong_domain=; root_methods=; domain=diffusion;flow;markov;monte;path;sampl; routes=keyword,current OpenAlex response
doi:10.1007/s42985-021-00102-x,Solving high-dimensional Hamilton–Jacobi–Bellman PDEs using neural networks: perspectives from the theory of controlled diffusions and measures on path space,Nikolas Nüsken; Lorenz Richter,2021,10.1007/s42985-021-00102-x,,https://doi.org/10.1007/s42985-021-00102-x,lineage,closure,diffusion,Q36,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;monte;path;sampl; routes=closure,current OpenAlex response
doi:10.1029/2009wr008966,Spatial connectivity in a highly heterogeneous aquifer: From cores to preferential flow paths,Marco Bianchi; Chunmiao Zheng; Crystal Wilson; Geoffrey R. Tick; Gaisheng Liu; Steven M. Gorelick,2011,10.1029/2009wr008966,,https://doi.org/10.1029/2009wr008966,lineage,closure,flow,Q36,1,-2,exclude,score=-2; phrase_hits=0; strong_domain=; root_methods=; domain=field;flow;path;sampl; routes=closure,current OpenAlex response
doi:10.1109/tpami.2021.3116668,"Deep Generative Modelling: A Comparative Review of VAEs, GANs, Normalizing Flows, Energy-Based and Autoregressive Models","Leach, Adam",2021,10.1109/tpami.2021.3116668,,https://durham-repository.worktribe.com/output/1232078,adjacent_method;correction,adjacent;keyword,flow,Q18;Q19;Q20;Q21;Q31,6,-3,exclude,score=-3; phrase_hits=1; strong_domain=; root_methods=; domain=flow;sampl; routes=adjacent;keyword,current OpenAlex response
doi:10.1214/20-ba1221,"Rank-Normalization, Folding, and Localization: An Improved Rˆ for Assessing Convergence of MCMC (with Discussion)",Aki Vehtari; Andrew Gelman; Daniel Simpson; Bob Carpenter; Paul-Christian Bürkner,2020,10.1214/20-ba1221,,https://doi.org/10.1214/20-ba1221,adjacent_method,keyword,,Q18;Q19;Q21,3,-3,exclude,score=-3; phrase_hits=0; strong_domain=markov chain monte carlo; root_methods=; domain=markov;monte;stochastic; routes=keyword,current OpenAlex response
doi:10.1063/1.2709596,"An introduction to stochastic control theory, path integrals and reinforcement learning",Hilbert J. Kappen,2007,10.1063/1.2709596,,https://doi.org/10.1063/1.2709596,lineage,closure,path_space,Q36,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl;stochastic; routes=closure,current OpenAlex response
arxiv:2207.04037,Bayesian model comparison for simulation-based inference,A. Spurio Mancini; Matthew M. Docherty; Matt A. Price; Jason D. McEwen,2022,10.48550/arxiv.2207.04037,2207.04037,http://arxiv.org/abs/2207.04037,correction,adjacent,,Q31,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=sampl; routes=adjacent,current OpenAlex response
doi:10.21468/scipostphys.11.2.043,Conditional generative models for sampling and phase transition indication in spin systems,Japneet Singh; Mathias S. Scheurer; Vipul Arora,2021,10.21468/scipostphys.11.2.043,,https://doi.org/10.21468/scipostphys.11.2.043,failure,adversarial,,Q32,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=markov;monte;sampl; routes=adversarial,current OpenAlex response
doi:10.1177/02783649211047890,Constrained stochastic optimal control with learned importance sampling: A path integral approach,Jan Carius; René Ranftl; Farbod Farshidian; Marco Hutter,2021,10.1177/02783649211047890,,https://doi.org/10.1177/02783649211047890,lineage,closure,path_space,Q36,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl;stochastic; routes=closure,current OpenAlex response
arxiv:2005.12964,Contrastive Learning for Debiased Candidate Generation in Large-Scale Recommender Systems,Chang Zhou; Jianxin Ma; Jianwei Zhang; Jingren Zhou; Hongxia Yang,2020,10.48550/arxiv.2005.12964,2005.12964,http://arxiv.org/abs/2005.12964,correction,adjacent,,Q31,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=sampl; routes=adjacent,current OpenAlex response
arxiv:1310.8499,Deep AutoRegressive Networks,Karol Gregor; Ivo Danihelka; Andriy Mnih; Charles Blundell; Daan Wierstra,2013,10.48550/arxiv.1310.8499,1310.8499,http://arxiv.org/abs/1310.8499,adjacent_method,keyword,,Q20,1,-3,exclude,score=-3; phrase_hits=1; strong_domain=; root_methods=; domain=sampl;stochastic; routes=keyword,current OpenAlex response
doi:10.1561/2000000117,Energy-Based Models with Applications to Speech and Language Processing,Zhijian Ou,2024,10.1561/2000000117,,https://doi.org/10.1561/2000000117,correction,adjacent,,Q31,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=field;markov;sampl; routes=adjacent,current OpenAlex response
arxiv:2302.00615,GFlowNets for AI-Driven Scientific Discovery,Moksh Jain; Tristan Deleu; Jason Hartford; Chenghao Liu; Álex Hernández-García; Yoshua Bengio,2023,10.48550/arxiv.2302.00615,2302.00615,http://arxiv.org/abs/2302.00615,correction,adjacent,flow,Q31,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=sampl; routes=adjacent,current OpenAlex response
doi:10.1103/prxquantum.2.040201,How To Use Neural Networks To Investigate Quantum Many-Body Physics,Juan Carrasquilla; Giacomo Torlai,2021,10.1103/prxquantum.2.040201,,https://doi.org/10.1103/prxquantum.2.040201,author,author,,Q10,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=boltzmann;field;monte; routes=author,current OpenAlex response
arxiv:2403.00025,On the Challenges and Opportunities in Generative AI,"Laura Manduchi; Meister, Clara; Kushagra Pandey; Robert Bamler; Ryan Cotterell; Sina Däubener; Sophie Fellenz; Asja Fischer; Thomas Gärtner; Matthias Kirchler; Marius Kloft; Yingzhen Li; Christoph Lippert; Gerard de Melo; Eric Nalisnick; Björn Ommer; Rajesh Ranganath; Maja Rudolph; Karen Ullrich; Guy Van den Broeck; Julia E. Vogt; Zhaoran Wang; Florian Wenzel; Frank Wood; Stephan Mandt; Vincent Fortuin",2024,10.48550/arxiv.2403.00025,2403.00025,http://arxiv.org/abs/2403.00025,failure,adversarial,scaling,Q32,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=field; routes=adversarial,current OpenAlex response
arxiv:2308.14328,Reinforcement Learning for Generative AI: A Survey,Yuanjiang Cao; Quan Z. Sheng; Julian McAuley; Lina Yao,2023,10.48550/arxiv.2308.14328,2308.14328,http://arxiv.org/abs/2308.14328,failure,adversarial,,Q32,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=field; routes=adversarial,current OpenAlex response
doi:10.1007/jhep02(2024)048,Sampling the lattice Nambu-Goto string using Continuous Normalizing Flows,Michele Caselle; Elia Cellini; Alessandro Nada,2024,10.1007/jhep02(2024)048,,https://doi.org/10.1007/jhep02(2024)048,adjacent_method,keyword,flow,Q19,1,-3,exclude,score=-3; phrase_hits=2; strong_domain=; root_methods=continuous normalizing flow; domain=flow;lattice;sampl; routes=keyword,current OpenAlex response
doi:10.1029/2009jf001260,Stochastic modeling in sediment dynamics: Exner equation for planar bed incipient bed load transport conditions,Christophe Ancey,2010,10.1029/2009jf001260,,https://doi.org/10.1029/2009jf001260,lineage,closure,flow,Q36,1,-3,exclude,score=-3; phrase_hits=0; strong_domain=; root_methods=; domain=flow;markov;stochastic; routes=closure,current OpenAlex response
doi:10.1088/1751-8113/40/30/f04,The transient fluctuation theorem of sample entropy production for general stochastic processes,Hao Ge; Da-Quan Jiang,2007,10.1088/1751-8113/40/30/f04,,https://doi.org/10.1088/1751-8113/40/30/f04,objective,keyword,diffusion,Q16,1,-3,exclude,score=-3; phrase_hits=1; strong_domain=; root_methods=; domain=diffusion;markov;sampl;stochastic; routes=keyword,current OpenAlex response
doi:10.1088/2632-2153/abab62,<tt>i- flow</tt>: High-dimensional integration and sampling with normalizing flows,Christina Gao; Joshua Isaacson; Claudius Krause,2020,10.1088/2632-2153/abab62,,https://doi.org/10.1088/2632-2153/abab62,adjacent_method,keyword,flow,Q18;Q21,2,-4,exclude,score=-4; phrase_hits=1; strong_domain=; root_methods=; domain=field;flow;sampl; routes=keyword,current OpenAlex response
doi:10.1029/2002jd003161,A near‐field tool for simulating the upstream influence of atmospheric observations: The Stochastic Time‐Inverted Lagrangian Transport (STILT) model,John C. Lin; Christoph Gerbig; Steven C. Wofsy; A. E. Andrews; Bruce C. Daube; K. J. Davis; C. A. Grainger,2003,10.1029/2002jd003161,,https://doi.org/10.1029/2002jd003161,adjacent_method;mechanism,keyword,,Q14;Q21,2,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=field;markov;sampl;stochastic; routes=keyword,current OpenAlex response
doi:10.1038/s42254-023-00616-w,Advances in machine-learning-based sampling motivated by lattice quantum chromodynamics,K. Cranmer; Gurtej Kanwar; Sébastien Racanière; Danilo Jimenez Rezende; Phiala E. Shanahan,2023,10.1038/s42254-023-00616-w,,https://doi.org/10.1038/s42254-023-00616-w,correction;extension,adjacent;extension,,Q31;Q33,2,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=lattice;sampl; routes=adjacent;extension,current OpenAlex response
doi:10.1109/iccv.2019.00464,PointFlow: 3D Point Cloud Generation With Continuous Normalizing Flows,Guandao Yang; Xun Huang; Zekun Hao; Mingyu Liu; Serge Belongie; Bharath Hariharan,2019,10.1109/iccv.2019.00464,,https://doi.org/10.1109/iccv.2019.00464,adjacent_method,keyword,flow,Q18;Q19,2,-4,exclude,score=-4; phrase_hits=2; strong_domain=; root_methods=continuous normalizing flow; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1214/ss/1028905934,Simulating normalizing constants: from importance sampling to bridge sampling to path sampling,Andrew Gelman; Xiao‐Li Meng,1998,10.1214/ss/1028905934,,https://doi.org/10.1214/ss/1028905934,correction;identity,keyword;root,,Q01;Q17,2,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=monte;path;sampl;thermodynamic; routes=keyword;root,current OpenAlex response
doi:10.1145/3447648,StyleFlow: Attribute-conditioned Exploration of StyleGAN-Generated Images using Conditional Continuous Normalizing Flows,Rameen Abdal; Peihao Zhu; Niloy J. Mitra; Peter Wonka,2021,10.1145/3447648,,https://doi.org/10.1145/3447648,adjacent_method,keyword,flow,Q18;Q19,2,-4,exclude,score=-4; phrase_hits=2; strong_domain=; root_methods=continuous normalizing flow; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.3390/risks9030049,Alleviating Class Imbalance in Actuarial Applications Using Generative Adversarial Networks,Kwanda Sydwell Ngwenduna; Rendani Mbuvha,2021,10.3390/risks9030049,,https://doi.org/10.3390/risks9030049,failure,adversarial,,Q32,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl; routes=adversarial,current OpenAlex response
title:asymptotics of sample entropy production rate for stochastic differential equations,Asymptotics of Sample Entropy Production Rate for Stochastic Differential Equations,Feng‐Yu Wang,2016,,,https://cronfa.swan.ac.uk/Record/cronfa28389,objective,keyword,diffusion,Q16,1,-4,exclude,score=-4; phrase_hits=1; strong_domain=; root_methods=; domain=diffusion;sampl;stochastic; routes=keyword,current OpenAlex response
doi:10.1214/154957805100000131,Controlled diffusion processes,Vivek S. Borkar,2005,10.1214/154957805100000131,,https://doi.org/10.1214/154957805100000131,lineage,closure,diffusion,Q36,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;stochastic; routes=closure,current OpenAlex response
doi:10.1063/5.0157512,DeepQMC: An open-source software suite for variational optimization of deep-learning molecular wave functions,Zeno Schätzle; P. Bernát Szabó; Matěj Mezera; Jan Hermann; Frank Noé,2023,10.1063/5.0157512,,https://doi.org/10.1063/5.0157512,correction,adjacent,,Q31,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=field;monte; routes=adjacent,current OpenAlex response
arxiv:2006.11239,Denoising Diffusion Probabilistic Models,"Ho, Jonathan; Ajay N. Jain; Pieter Abbeel",2020,10.48550/arxiv.2006.11239,2006.11239,http://arxiv.org/abs/2006.11239,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.5281/zenodo.1314289,Dependent Relational Gamma Process Models For Longitudinal Networks,Sikun Yang; Heinz Koeppl,2018,10.5281/zenodo.1314289,,http://tubiblio.ulb.tu-darmstadt.de/106666/,author,author,,Q10,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=markov;sampl; routes=author,current OpenAlex response
arxiv:2105.05233,Diffusion Models Beat GANs on Image Synthesis,Prafulla Dhariwal; Alex Nichol,2021,10.48550/arxiv.2105.05233,2105.05233,http://arxiv.org/abs/2105.05233,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.2307/2291616,Diffusion Processes and Their Sample Paths.,PALE; Kiyosi Itô; H. P. McKean,1996,10.2307/2291616,,https://doi.org/10.2307/2291616,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;markov;path;sampl; routes=keyword,current OpenAlex response
doi:10.1073/pnas.1509267112,Direct calculation of ice homogeneous nucleation rate for a molecular model of water,Amir Haji‐Akbari; Pablo G. Debenedetti,2015,10.1073/pnas.1509267112,,https://doi.org/10.1073/pnas.1509267112,failure,keyword,gauge,Q12,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl;thermodynamic;topolog; routes=keyword,current OpenAlex response
doi:10.3390/math9040325,Dynamics of Fourier Modes in Torus Generative Adversarial Networks,Ángel González-Prieto; Alberto Mozó; Edgar Talavera; Sandra Gómez-Canaval,2021,10.3390/math9040325,,https://doi.org/10.3390/math9040325,failure,adversarial,flow,Q32,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=adversarial,current OpenAlex response
doi:10.1103/physrevx.13.041004,Effective Dynamics of Generative Adversarial Networks,Steven Durr; Youssef Mroueh; Yuhai Tu; Shenshen Wang,2023,10.1103/physrevx.13.041004,,https://doi.org/10.1103/physrevx.13.041004,failure,adversarial,failure,Q32,1,-4,exclude,score=-4; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=adversarial,current OpenAlex response
doi:10.1109/cvpr42600.2020.00611,Effectively Unbiased FID and Inception Score and Where to Find Them,Min Jin Chong; David Forsyth,2020,10.1109/cvpr42600.2020.00611,,https://doi.org/10.1109/cvpr42600.2020.00611,author,author,,Q10,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=monte;sampl; routes=author,current OpenAlex response
doi:10.1111/j.1467-9868.2006.00552.x,Exact and Computationally Efficient Likelihood-Based Estimation for Discretely Observed Diffusion Processes (with Discussion),Alexandros Beskos; Omiros Papaspiliopoulos; Gareth O. Roberts; Paul Fearnhead,2006,10.1111/j.1467-9868.2006.00552.x,,https://doi.org/10.1111/j.1467-9868.2006.00552.x,lineage,closure,diffusion,Q36,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;monte; routes=closure,current OpenAlex response
arxiv:2110.02905,Geometric and Physical Quantities Improve E(3) Equivariant Message\n Passing,J. Brandstetter; Rob Hesselink; Elise van der Pol; Erik J. Bekkers; Max Welling,2021,10.48550/arxiv.2110.02905,2110.02905,http://arxiv.org/abs/2110.02905,extension,keyword,,Q24,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=field;scalar; routes=keyword,current OpenAlex response
doi:10.22331/q-2026-01-22-1981,Gibbs Sampling gives Quantum Advantage at Constant Temperatures with O(1)-Local Hamiltonians,Joel Rajakumar; James D. Watson,2026,10.22331/q-2026-01-22-1981,,https://doi.org/10.22331/q-2026-01-22-1981,author,author,,Q10,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=lattice;sampl; routes=author,current OpenAlex response
arxiv:2010.05646,HiFi-GAN: Generative Adversarial Networks for Efficient and High Fidelity Speech Synthesis,Jungil Kong; Jaehyeon Kim; Jaekyoung Bae,2020,10.48550/arxiv.2010.05646,2010.05646,http://arxiv.org/abs/2010.05646,adjacent_method,keyword,flow,Q20,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1101/2022.12.01.518682,Illuminating protein space with a programmable generative model,John Ingraham; Max Baranov; Zak Costello; Vincent Frappier; Ahmed Ismail; Shan Tie; Wujie Wang; Vincent Xue; Fritz Obermeyer; Andrew L. Beam; Gevorg Grigoryan,2022,10.1101/2022.12.01.518682,,https://doi.org/10.1101/2022.12.01.518682,failure,adversarial,diffusion;scaling,Q32,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=adversarial,current OpenAlex response
doi:10.1007/jhep03(2021)111,Large-N SU(N) Yang-Mills theories with milder topological freezing,Claudio Bonanno; Claudio Bonati; Massimo D’Elia,2021,10.1007/jhep03(2021)111,,https://doi.org/10.1007/jhep03(2021)111,failure,keyword,failure;gauge,Q12,1,-4,exclude,score=-4; phrase_hits=2; strong_domain=; root_methods=; domain=gauge;topolog; routes=keyword,current OpenAlex response
doi:10.1016/j.spa.2016.08.004,Multilevel sequential Monte Carlo samplers,Alexandros Beskos; Ajay Jasra; Kody J. H. Law; Raúl Tempone; Yan Zhou,2016,10.1016/j.spa.2016.08.004,,https://doi.org/10.1016/j.spa.2016.08.004,lineage,closure,,Q36,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=monte;sampl; routes=closure,current OpenAlex response
doi:10.1007/s40072-015-0049-7,Optimization of mesh hierarchies in multilevel Monte Carlo samplers,Abdul-Lateef Haji-Ali; Fabio Nobile; Erik von Schwerin; Raúl Tempone,2015,10.1007/s40072-015-0049-7,,https://doi.org/10.1007/s40072-015-0049-7,lineage,closure,,Q36,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=monte;sampl; routes=closure,current OpenAlex response
doi:10.1186/1752-0509-4-21,Parameter estimation and inference for stochastic reaction-diffusion systems: application to morphogenesis in D. melanogaster,Michael Dewar; Visakan Kadirkamanathan; Manfred Opper; Guido Sanguinetti,2010,10.1186/1752-0509-4-21,,https://doi.org/10.1186/1752-0509-4-21,lineage,closure,diffusion,Q36,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;stochastic; routes=closure,current OpenAlex response
arxiv:2205.11487,Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,Chitwan Saharia; William Chan; Saurabh Saxena; Lala Li; Jay Whang; Emily Denton; Seyed Kamyar Seyed Ghasemipour; Burcu Karagol Ayan; S. Sara Mahdavi; Rapha Gontijo Lopes; Tim Salimans; Jonathan Ho; David J. Fleet; Mohammad Norouzi,2022,10.48550/arxiv.2205.11487,2205.11487,http://arxiv.org/abs/2205.11487,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
arxiv:2202.00512,Progressive Distillation for Fast Sampling of Diffusion Models,Tim Salimans; Jonathan Ho,2022,10.48550/arxiv.2202.00512,2202.00512,http://arxiv.org/abs/2202.00512,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1108/ftinr-06-2025-0109,Recommendation with generative models,Yashar Deldjoo; Zhankui He; Julian McAuley; Anton Korikov; Scott Sanner; Arnau Ramisa; René Vidal; Maheswaran Sathiamoorthy; Atoosa Kasrizadeh; Silvia Milano; Francesco Ricci⋆,2026,10.1108/ftinr-06-2025-0109,,https://doi.org/10.1108/ftinr-06-2025-0109,failure,adversarial,diffusion;flow,Q32,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;flow; routes=adversarial,current OpenAlex response
doi:10.3150/bj/1165269151,Retrospective exact simulation of diffusion sample paths with applications,Alexandros Beskos; Omiros Papaspiliopoulos; Gareth O. Roberts,2006,10.3150/bj/1165269151,,https://doi.org/10.3150/bj/1165269151,adjacent_method,keyword,diffusion,Q22,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;monte;path;sampl; routes=keyword,current OpenAlex response
doi:10.1103/physrevc.104.064001,Rigorous constraints on three-nucleon forces in chiral effective field theory from fast and accurate calculations of few-body observables,Sarah Wesolowski; Isak Svensson; A. Ekström; C. Forssén; R. J. Furnstahl; J. A. Melendez; Daniel R. Phillips,2021,10.1103/physrevc.104.064001,,https://doi.org/10.1103/physrevc.104.064001,correction,adjacent,,Q31,1,-4,exclude,score=-4; phrase_hits=0; strong_domain=; root_methods=; domain=field;sampl; routes=adjacent,current OpenAlex response
